id;post_parent;image;post_title;post_content;post_excerpt;post_name;post_status;comment_status;menu_order;_post_permalink;post_date;post_author;place_type;place_city;geo_latitude;geo_longitude;geo_address;place_sub_type;place_culture;place_group;place_country;geo_date;place_wikipedia
13838;0;;"Eşref Bey Çeşmesi, Giresun";"<!-- wp:paragraph -->
<p>Hicri 1340 (M. 1924) tarihinde, Hacı Mustafa Efendi’nin oğlu Eşref Efendi tarafından yaptırılmıştır</p>
<!-- /wp:paragraph -->";;esref-bey-cesmesi-giresun;publish;no;0;https://kulturenvanteri.com/place/esref-bey-cesmesi-giresun/;2020-03-17 17:29:47;Caner Cangul;Çeşme;Giresun;40.9195976;38.3860435;;;;Sivil Yapılar;Türkiye;;
13738;0;;"Abdülhamit Liman Çeşmesi, Trabzon";"<!-- wp:paragraph -->
<p>Hicri 1309 (Miladi 1891/1892) yılında yaptırılmıştır.</p>
<!-- /wp:paragraph -->";;abdulhamit-liman-cesmesi-trabzon;publish;no;0;https://kulturenvanteri.com/place/abdulhamit-liman-cesmesi-trabzon/;2020-03-16 16:23:52;Caner Cangul;Çeşme;Trabzon;41.0069427;39.7350502;;;Osmanlı;Sivil Yapılar;Türkiye;;
13753;0;;"Gümüştuğ Kilisesi, Torul";"<!-- wp:paragraph -->
<p>Gümüşhane'nin Torul ilçesine bağlı Gümüştuğ köyündedir. Harap durumdadır.</p>
<!-- /wp:paragraph -->";;gumustug-kilisesi-torul;publish;no;0;https://kulturenvanteri.com/place/gumustug-kilisesi-torul/;2020-03-16 17:48:42;Caner Cangul;Kilise ve Manastır;Gümüşhane;40.4563255;39.1450195;;;;Dini Yapılar;Türkiye;;
13764;0;;"Başmahalle Kilisesi, Kürtün";"<!-- wp:paragraph -->
<p>Gümüşhane'nin Kürtün ilçesine bağlı Yaylalı köyündedir.</p>
<!-- /wp:paragraph -->";;basmahalle-kilisesi-kurtun;publish;no;0;https://kulturenvanteri.com/place/basmahalle-kilisesi-kurtun/;2020-03-16 18:22:33;Caner Cangul;Kilise ve Manastır;Gümüşhane;40.5096054;38.9723701;;;;Dini Yapılar;Türkiye;;
13754;0;;"Asarcık Kilisesi, Şebinkarahisar";"<!-- wp:paragraph -->
<p>Giriş kapısı üzerinde yer alan kitabesine göre 1890 yılında inşa edilmiştir. Doğu-batı doğrultulu kilise, üç nefli bazilikal planlıdır. Üçlü apsisi günümüzde büyük oranda tahrip olmuştur.</p>
<!-- /wp:paragraph -->";;asarcik-kilisesi-sebinkarahisar;publish;no;0;https://kulturenvanteri.com/place/asarcik-kilisesi-sebinkarahisar/;2020-03-16 17:51:46;Caner Cangul;Kilise ve Manastır;Giresun;40.4153862;38.3923454;;;;Dini Yapılar;Türkiye;;
13864;0;;"Gülbahar Hatun Camii, Trabzon";"<!-- wp:paragraph -->
<p>Eski adı Cami-i İmaret-i Amire-i Hatuniye’dir.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Yavuz Sultan Selim'in Trabzon’da valiliği zamanında annesi Gülbahar Hatun adına Hicri 920 (M. 1514/1515) tarihinde inşa ettirilmiştir.</p>
<!-- /wp:paragraph -->";;gulbahar-hatun-camii-trabzon;publish;no;0;https://kulturenvanteri.com/place/gulbahar-hatun-camii-trabzon/;2020-03-17 19:32:58;Caner Cangul;Tarihi Cami;Trabzon;41.0033875;39.7160759;;;Osmanlı;Dini Yapılar;Türkiye;;
13779;0;;"Çavuşpınarı Çeşmesi, Şebinkarahisar";"<!-- wp:paragraph -->
<p>Ermenice kitabesine göre Parsiğ Torunu Minatzagan tarafından 1 Temmuz 1880 tarihinde yapılmıştır/açılmıştır.</p>
<!-- /wp:paragraph -->";;cavuspinari-cesmesi-sebinkarahisar;publish;no;0;https://kulturenvanteri.com/place/cavuspinari-cesmesi-sebinkarahisar/;2020-03-16 22:24:45;Caner Cangul;Çeşme;Giresun;40.3271523;38.4347382;;;Ermeni;Sivil Yapılar;Türkiye;;
13843;0;;"Emirler Çeşmesi, Torul";"<!-- wp:paragraph -->
<p>Büyükçit Köyü'ndedir</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>kitabesinde; “Muhakkak Allah iyilikleri zayi etmez. Onu yazan Hacı Hüseyin Oğlu Osman 1794-1795 Tamirini yapan Mustafa Oğlu Muhammed 1894-1895” yazılıdır.</p>
<!-- /wp:paragraph -->";;emirler-cesmesi-torul;publish;no;0;https://kulturenvanteri.com/place/emirler-cesmesi-torul/;2020-03-17 17:15:11;Caner Cangul;Çeşme;Gümüşhane;40.5165062;39.1954079;;;Osmanlı;Sivil Yapılar;Türkiye;;
3087;0;;Ardanuç Kalesi;"<!-- wp:paragraph -->
<p>Ardanuç Kalesi olarak anılan kalenin “Gevheri - Nik” ismiyle anılmasının nedeni, çevresinde gümüş madenleri olmasıdır. Farsça bir kelime olan Gevher, cevher anlamına gelmektedir. İç kalenin ilk yapılış tarihi milattan önceki dönemlere tarihlenmektedir. Dış kalenin ise 5. yüzyılda, İberya Krallığı’nın bu bölgeyi başkent olarak kullandığı dönemde yapıldığı düşünülmektedir. Kale, 1551 yılında Osmanlılar tarafından fethedilmiş, Kanuni Sultan Süleyman tarafından 1562 tarihinde onarımdan geçirilmiştir.</p>
<!-- /wp:paragraph -->";;ardanuc-kalesi;publish;no;0;https://kulturenvanteri.com/place/ardanuc-kalesi/;2019-11-14 20:26:28;Caner Cangul;Kale;Artvin;41.12768;42.054226;;;;Askeri Yapılar;Türkiye;;
13744;0;;"Ağa Köprüsü, Yağlıdere";"<!-- wp:paragraph -->
<p>Alucra – Yağlıdere karayolu üzerinde yer almaktadır. Kitabesine göre Kethüdazâde Mehmet Emin Ağa tarafından Hicri 1232 (M. 1816) yılında yaptırılmıştır.</p>
<!-- /wp:paragraph -->";;aga-koprusu-yaglidere;publish;no;0;https://kulturenvanteri.com/place/aga-koprusu-yaglidere/;2020-03-16 16:44:12;Caner Cangul;Köprü;Giresun;40.8352470;38.6340828;;;Osmanlı;Sivil Yapılar;Türkiye;;
13861;0;;"Gorgodos Kilisesi, Torul";"<!-- wp:paragraph -->
<p>Altınpınar beldesindedir</p>
<!-- /wp:paragraph -->";;gorgodos-kilisesi-torul;publish;no;0;https://kulturenvanteri.com/place/gorgodos-kilisesi-torul/;2020-03-17 19:24:04;Caner Cangul;Kilise ve Manastır;Gümüşhane;40.5104485;39.2660751;;;;Dini Yapılar;Türkiye;;
13830;0;;"Çınarlar Camii, Giresun";"<!-- wp:paragraph -->
<p>1888 yılında yapımına başlanan ve 1896 yılında ibadete açılan Cami, Hacı Vehbizâde Ali Ağa tarafından yaptırılmıştır.</p>
<!-- /wp:paragraph -->

<!-- wp:html -->
<iframe src=""https://www.google.com/maps/embed?pb=!4v1584395055197!6m8!1m7!1sdAd74vfJ3rAXnmLRsVZhqw!2m2!1d40.91788232700288!2d38.38953656570373!3f212.6984347578786!4f-1.915666643349354!5f1.1924812503605782"" width=""600"" height=""450"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>
<!-- /wp:html -->";;cinarlar-camii-giresun;publish;no;0;https://kulturenvanteri.com/place/cinarlar-camii-giresun/;2020-03-17 00:44:27;Caner Cangul;Tarihi Cami;Giresun;40.9177742;38.3894653;;;;Dini Yapılar;Türkiye;;
13868;0;;"Hacı Yakup Bey Çeşmesi, Şebinkarahisar";"<!-- wp:paragraph -->
<p>1810 yılında, Vakfıkebirli Hacı Yakup tarafından yaptırılmıştır</p>
<!-- /wp:paragraph -->";;haci-yakup-bey-cesmesi-sebinkarahisar;publish;no;0;https://kulturenvanteri.com/place/haci-yakup-bey-cesmesi-sebinkarahisar/;2020-03-17 19:49:54;Caner Cangul;Çeşme;Giresun;40.2840385;38.4242744;;;;Sivil Yapılar;Türkiye;;
11199;0;;"Yeni Hamam, Vezirköprü";"<!-- wp:paragraph -->
<p>1696 tarihli vakfiyede yapının Köprülü Mehmet Paşa’nın eşi Ayşe Hanım tarafından yeniden inşa ettirildiği belirtilmiştir.</p>
<!-- /wp:paragraph -->";;yeni-hamam-vezirkopru;publish;no;0;https://kulturenvanteri.com/place/yeni-hamam-vezirkopru/;2020-01-31 15:35:19;Caner Cangul;Hamam;Samsun;41.1427917;35.4562531;;Kadın Baniler;Osmanlı;Sivil Yapılar;Türkiye;;
3077;0;;Tirebolu Kalesi;"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://www.canercangul.com/wp-content/uploads/2018/03/Tirebolu-Kalesi-1-900x600.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:core-embed/wordpress {""url"":""https://www.canercangul.com/7230/tirebolu-kalesi/"",""type"":""wp-embed"",""providerNameSlug"":""caner-cangul-fotograflari"",""className"":""""} -->
<figure class=""wp-block-embed-wordpress wp-block-embed is-type-wp-embed is-provider-caner-cangul-fotograflari""><div class=""wp-block-embed__wrapper"">
https://www.canercangul.com/7230/tirebolu-kalesi/
</div></figure>
<!-- /wp:core-embed/wordpress -->";;tirebolu-kalesi;publish;no;0;https://kulturenvanteri.com/place/tirebolu-kalesi/;2019-11-14 20:26:28;Caner Cangul;Kale;Giresun;41.00774;38.820978;;;;Askeri Yapılar;Türkiye;;
3174;0;;Kurul Kalesi;"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://www.canercangul.com/wp-content/uploads/2018/03/Kurul-Kalesi-2.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:core-embed/wordpress {""url"":""https://www.canercangul.com/7323/kurul-kalesi-ordu/"",""type"":""wp-embed"",""providerNameSlug"":""caner-cangul-fotograflari"",""className"":""""} -->
<figure class=""wp-block-embed-wordpress wp-block-embed is-type-wp-embed is-provider-caner-cangul-fotograflari""><div class=""wp-block-embed__wrapper"">
https://www.canercangul.com/7323/kurul-kalesi-ordu/
</div></figure>
<!-- /wp:core-embed/wordpress -->";;kurul-kalesi;publish;no;0;https://kulturenvanteri.com/place/kurul-kalesi/;2019-11-14 20:26:32;Caner Cangul;Kale;Ordu;40.900717;37.914366;;;;Askeri Yapılar;Türkiye;;
4139;0;;Giresun Müzesi;"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://www.canercangul.com/wp-content/uploads/2018/03/Giresun-M%C3%BCzesi-Gogora-Kilisesi-3-900x600.jpg"" alt=""""/></figure>
<!-- /wp:image -->";;giresun-muzesi;publish;no;0;https://kulturenvanteri.com/place/giresun-muzesi/;2019-11-14 20:27:17;Caner Cangul;Müze;Giresun;40.919537;38.393803;;;;Sivil Yapılar;Türkiye;;
10079;0;;Asarkale Kaya Mezarı -2;"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://www.canercangul.com/wp-content/uploads/2018/03/Asarkale-Kaya-Mezarlar%C4%B1-2.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:core-embed/wordpress {""url"":""https://www.canercangul.com/7963/asarkale-kaya-mezarlari-bafra/"",""type"":""wp-embed"",""providerNameSlug"":""caner-cangul-fotograflari"",""className"":""""} -->
<figure class=""wp-block-embed-wordpress wp-block-embed is-type-wp-embed is-provider-caner-cangul-fotograflari""><div class=""wp-block-embed__wrapper"">
https://www.canercangul.com/7963/asarkale-kaya-mezarlari-bafra/
</div></figure>
<!-- /wp:core-embed/wordpress -->";;asarkale-kaya-mezari-2;publish;no;0;https://kulturenvanteri.com/place/asarkale-kaya-mezari-2/;2019-12-02 16:02:36;Caner Cangul;Anıt Mezar;Samsun;41.3736305;35.7647591;;;;Anıt Yapılar;Türkiye;;
10078;0;;Asarkale Kaya Mezarı -1;"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://www.canercangul.com/wp-content/uploads/2018/03/Asarkale-Kaya-Mezarlar%C4%B1-1-902x600.jpg"" alt=""""/></figure>
<!-- /wp:image -->";;asarkale-kaya-mezari-1;publish;no;0;https://kulturenvanteri.com/place/asarkale-kaya-mezari-1/;2019-12-02 16:01:09;Caner Cangul;Anıt Mezar;Samsun;41.3707275;35.7636871;;;;Anıt Yapılar;Türkiye;;
3150;0;;Andoz Kalesi;"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://www.canercangul.com/wp-content/uploads/2018/03/Andoz-Kalesi-1-900x600.jpg"" alt=""""/></figure>
<!-- /wp:image -->";;andoz-kalesi;publish;no;0;https://kulturenvanteri.com/place/andoz-kalesi/;2019-11-14 20:26:31;Caner Cangul;Kale;Giresun;40.939209;38.692067;;;;Askeri Yapılar;Türkiye;;
11200;0;;Vezirköprü Bedesteni;"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/89619/2/TASUH6951002.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/89619"">https://archives.saltresearch.org/handle/123456789/89619</a></p>
<!-- /wp:paragraph -->";;vezirkopru-bedesteni;publish;no;0;https://kulturenvanteri.com/place/vezirkopru-bedesteni/;2020-01-31 15:36:55;Caner Cangul;Bedesten;Samsun;41.1432457;35.4564705;;;;Sivil Yapılar;Türkiye;;
11592;0;;"Havza İmareti Kümbeti, Samsun";"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/80607/1/TASUH3444.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/80607"">https://archives.saltresearch.org/handle/123456789/80607</a></p>
<!-- /wp:paragraph -->";;havza-imareti-kumbeti-samsun;publish;no;0;https://kulturenvanteri.com/place/havza-imareti-kumbeti-samsun/;2020-02-10 20:44:29;Caner Cangul;Türbe;Samsun;40.9711075;35.6563339;;Kümbet;;Dini Yapılar;Türkiye;;
11202;0;;"Kale Camii, Vezirköprü";"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/70502/1/TASUH3217.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/70502"">https://archives.saltresearch.org/handle/123456789/70502</a></p>
<!-- /wp:paragraph -->";;kale-camii-vezirkopru;publish;no;0;https://kulturenvanteri.com/place/kale-camii-vezirkopru/;2020-01-31 15:48:49;Caner Cangul;Tarihi Cami;Samsun;41.1422653;35.4575462;;;;Dini Yapılar;Türkiye;;
4322;0;;Vezirköprü Saat Kulesi;"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/68133/1/TASUH1851.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/68133"">https://archives.saltresearch.org/handle/123456789/68133</a></p>
<!-- /wp:paragraph -->";;vezirkopru-saat-kulesi;publish;no;0;https://kulturenvanteri.com/place/vezirkopru-saat-kulesi/;2019-11-14 20:27:24;Caner Cangul;Saat Kulesi;Samsun;41.143695;35.45717;;;;Sivil Yapılar;Türkiye;;
3690;0;;Kurt Köprüsü;"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/202903/1/TASUH8574001.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/202903"">https://archives.saltresearch.org/handle/123456789/202903</a></p>
<!-- /wp:paragraph -->";;kurt-koprusu;publish;no;0;https://kulturenvanteri.com/place/kurt-koprusu/;2019-11-14 20:26:54;Caner Cangul;Köprü;Samsun;41.103458;35.610081;;;;Sivil Yapılar;Türkiye;;
11140;0;;"Tacettin Paşa (Kurşunlu) Camii, Vezirköprü";"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/202680/1/TASUH8350001.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/202680"">https://archives.saltresearch.org/handle/123456789/202680</a></p>
<!-- /wp:paragraph -->";;tacettin-pasa-kursunlu-camii-vezirkopru;publish;no;0;https://kulturenvanteri.com/place/tacettin-pasa-kursunlu-camii-vezirkopru/;2020-01-22 15:31:32;Caner Cangul;Tarihi Cami;Samsun;41.1452980;35.4555855;;;Osmanlı;Dini Yapılar;Türkiye;;
11141;0;;"Şeyh Seyyid Kudbettin Camii, Samsun";"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/202660/1/TASUH8330001.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/202660"">https://archives.saltresearch.org/handle/123456789/202660</a></p>
<!-- /wp:paragraph -->";;seyh-seyyid-kudbettin-camii-samsun;publish;no;0;https://kulturenvanteri.com/place/seyh-seyyid-kudbettin-camii-samsun/;2020-01-22 15:49:19;Caner Cangul;Tarihi Cami;Samsun;41.2945671;36.3262444;;;;Dini Yapılar;Türkiye;;
11142;0;;"Hançerli Camii, Samsun";"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/202656/1/TASUH8326.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/202656"">https://archives.saltresearch.org/handle/123456789/202656</a></p>
<!-- /wp:paragraph -->";;hancerli-camii-samsun;publish;no;0;https://kulturenvanteri.com/place/hancerli-camii-samsun/;2020-01-22 15:54:39;Caner Cangul;Tarihi Cami;Samsun;41.2971039;36.3309822;;;;Dini Yapılar;Türkiye;;
11143;0;;"Taş Han, Vezirköprü";"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/202648/1/TASUH8318001.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:embed {""url"":""https://archives.saltresearch.org/handle/123456789/202648""} -->
<figure class=""wp-block-embed""><div class=""wp-block-embed__wrapper"">
https://archives.saltresearch.org/handle/123456789/202648
</div></figure>
<!-- /wp:embed -->";;tas-han-vezirkopru;publish;no;0;https://kulturenvanteri.com/place/tas-han-vezirkopru/;2020-01-22 16:06:29;Caner Cangul;Han ve Kervansaray;Samsun;41.1441803;35.4557800;;;;Sivil Yapılar;Türkiye;;
3480;0;;"Zağnos Paşa Köprüsü, Trabzon";"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""http://www.eskiturkiye.net/resimler/zagnos-pasa-koprusu-trabzon.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""http://www.eskiturkiye.net/2258/zagnos-pasa-koprusu-trabzon"">http://www.eskiturkiye.net/2258/zagnos-pasa-koprusu-trabzon</a></p>
<!-- /wp:paragraph -->";;zagnos-pasa-koprusu-trabzon;publish;no;0;https://kulturenvanteri.com/place/zagnos-pasa-koprusu-trabzon/;2019-11-14 20:26:45;Caner Cangul;Köprü;Trabzon;41.004488;39.71762;;;Osmanlı;Sivil Yapılar;Türkiye;;
11201;0;;"Taş Medrese, Vezirköprü";"<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""http://sahinkayakanyon.com/wp-content/uploads/2018/04/220422_172749706195509_1137101959_o.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p>1661 yılında Fazıl Ahmet Paşa tarafından yaptırılmıştır. Medresede yetiştirilen öğrenciler Amasya’daki Bayezid Medresesine gönderilir, oradan da ülkenin çeşitli kurumlarında görevlendirilirdi. 1964 yılına kadar çeşitli amaçlarla kullanılan Taş Medrese bu tarihten itibaren kütüphane olarak kullanılmaktadır. Medrese 28 küçük ve 1 büyük kubbeden oluşmakta. Kubbeler ilk yapıldığında kurşunla kaplıdır. Ancak 1877-78 Osmanlı-Rus Savaşlarında kurşun kaplamalar söktürülür. Sebep? Bu kurşunlardan mermi yapılacaktır… İlerleyen yıllarda kubbeler bakırla tekrar kaplanır. İç kısımda kubbelerin altındaki bölüm koridor kısmıdır. Dıştaki kubbelerin altında ise içinde ocak ve kitap rafları bulunan odalar yer almaktadır. Medresenin en büyük bölümü ise büyük kubbenin altındaki mescid bölümüdür. Burayı ziyaret ettiğinizde kapı mimarisindeki manevi sırları, asırlar geçmesine rağmen canlılığını koruyan motifleri ve daha birçok hatırayı burada göreceksiniz.<br>Fotoğraf ve kısa bilgi: <a href=""http://sahinkayakanyon.com/tas-medrese-fazil-ahmet-pasa-kutuphanesi-1661/"">http://sahinkayakanyon.com/tas-medrese-fazil-ahmet-pasa-kutuphanesi-1661/</a></p>
<!-- /wp:paragraph -->

<!-- wp:group -->
<div class=""wp-block-group""><div class=""wp-block-group__inner-container""><!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/73666/1/TASUH7026001.jpg"" alt=""""/></figure>
<!-- /wp:image --></div></div>
<!-- /wp:group -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/73666"">https://archives.saltresearch.org/handle/123456789/73666</a></p>
<!-- /wp:paragraph -->

<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://archives.saltresearch.org/bitstream/123456789/77386/4/TASUH4389004.jpg"" alt=""""/></figure>
<!-- /wp:image -->

<!-- wp:paragraph -->
<p><a href=""https://archives.saltresearch.org/handle/123456789/77386"">https://archives.saltresearch.org/handle/123456789/77386</a></p>
<!-- /wp:paragraph -->";;tas-medrese-vezirkopru;publish;no;0;https://kulturenvanteri.com/place/tas-medrese-vezirkopru/;2020-01-31 15:43:06;Caner Cangul;Tarihi Kütüphane;Samsun;41.1439171;35.4583015;;;Osmanlı;Eğitim Yapıları;Türkiye;;
13854;0;;"Gaçan Çeşmesi, Tirebolu";"<!-- wp:html -->
<iframe src=""https://www.google.com/maps/embed?pb=!4v1584458893424!6m8!1m7!1slV_lAzPcFwuYts_tLOj7mw!2m2!1d41.00531936467826!2d38.81904456424601!3f217.14910638919793!4f-2.67458907616421!5f1.1924812503605782"" width=""600"" height=""450"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>
<!-- /wp:html -->";;gacan-cesmesi-tirebolu;publish;no;0;https://kulturenvanteri.com/place/gacan-cesmesi-tirebolu/;2020-03-17 18:28:26;Caner Cangul;Çeşme;Giresun;41.0053177;38.8190460;;;;Sivil Yapılar;Türkiye;;
13834;0;;"Dedeli Köprüsü, Altınordu";"<!-- wp:html -->
<iframe src=""https://www.google.com/maps/embed?pb=!4v1584395642374!6m8!1m7!1sLAd8GbgBZmTAtZ5izbiyzw!2m2!1d40.91003207004637!2d37.83329310035053!3f0!4f0!5f1.1924812503605782"" width=""600"" height=""450"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>
<!-- /wp:html -->";;dedeli-koprusu-altinordu;publish;no;0;https://kulturenvanteri.com/place/dedeli-koprusu-altinordu/;2020-03-17 00:54:13;Caner Cangul;Köprü;Ordu;40.9104652;37.8330307;;;;Sivil Yapılar;Türkiye;;
13823;0;;"Kesmetaş Mahallesi Çeşmesi, Çayeli";"<!-- wp:html -->
<iframe src=""https://www.google.com/maps/embed?pb=!4v1584393252036!6m8!1m7!1sWACmO46KBOGei_kPKxY7BQ!2m2!1d41.11022902797067!2d40.74590509982048!3f137.67366835222063!4f-4.657056617143596!5f3.3244311026539703"" width=""600"" height=""450"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>
<!-- /wp:html -->";;kesmetas-mahallesi-cesmesi-cayeli;publish;no;0;https://kulturenvanteri.com/place/kesmetas-mahallesi-cesmesi-cayeli/;2020-03-17 00:15:05;Caner Cangul;Çeşme;Rize;41.1102295;40.7459068;;;;Sivil Yapılar;Türkiye;;
13791;0;;Bulancak Çeşmesi;"<!-- wp:html -->
<iframe src=""https://www.google.com/maps/embed?pb=!4v1584388114744!6m8!1m7!1sK5dlGVkXUBonUdIN6ifGyg!2m2!1d40.93886718177639!2d38.23101669668366!3f10.514102753511182!4f-17.99950220851413!5f2.54533159104803"" width=""600"" height=""450"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>
<!-- /wp:html -->";;bulancak-cesmesi;publish;no;0;https://kulturenvanteri.com/place/bulancak-cesmesi/;2020-03-16 22:48:47;Caner Cangul;Çeşme;Giresun;40.9388657;38.2310181;;;;Sivil Yapılar;Türkiye;;
13770;0;;"Binbaşı Nihat Bey Çeşmesi, Bulancak";"<!-- wp:html -->
<iframe src=""https://www.google.com/maps/embed?pb=!4v1584373368152!6m8!1m7!1sQUGv6uzn-N_O16fps9JFSA!2m2!1d40.93825352529566!2d38.23349374371148!3f220.50650934950804!4f-6.086182243704158!5f3.035115525275851"" width=""600"" height=""450"" frameborder=""0"" style=""border:0;"" allowfullscreen="""" aria-hidden=""false"" tabindex=""0""></iframe>
<!-- /wp:html -->";;binbasi-nihat-bey-cesmesi-bulancak;publish;no;0;https://kulturenvanteri.com/place/binbasi-nihat-bey-cesmesi-bulancak/;2020-03-16 18:43:11;Caner Cangul;Çeşme;Giresun;40.9382019;38.2333946;;;;Sivil Yapılar;Türkiye;;
10081;0;;Asarkale Kaya Mezarı -3;"<!-- wp:core-embed/wordpress {""url"":""https://www.canercangul.com/7963/asarkale-kaya-mezarlari-bafra/"",""type"":""wp-embed"",""providerNameSlug"":""caner-cangul-fotograflari"",""className"":""""} -->
<figure class=""wp-block-embed-wordpress wp-block-embed is-type-wp-embed is-provider-caner-cangul-fotograflari""><div class=""wp-block-embed__wrapper"">
https://www.canercangul.com/7963/asarkale-kaya-mezarlari-bafra/
</div></figure>
<!-- /wp:core-embed/wordpress -->

<!-- wp:image {""sizeSlug"":""large""} -->
<figure class=""wp-block-image size-large""><img src=""https://www.canercangul.com/wp-content/uploads/2018/03/Asarkale-Kaya-Mezarlar%C4%B1-3.jpg"" alt=""""/></figure>
<!-- /wp:image -->";;asarkale-kaya-mezari-3;publish;no;0;https://kulturenvanteri.com/place/asarkale-kaya-mezari-3/;2019-12-02 16:03:26;Caner Cangul;Anıt Mezar;Samsun;41.3733978;35.7651863;;;;Anıt Yapılar;Türkiye;;
