id;post_parent;image;post_title;post_content;post_excerpt;post_name;post_status;comment_status;menu_order;_post_permalink;post_date;post_author;place_type;place_city;geo_latitude;geo_longitude;geo_address;place_sub_type;place_culture;place_group;place_country;geo_date;place_wikipedia
4828;0;;Abdülvehhab Gazi Türbesi;Boylam: 40.244205<br>Enlem: 40.263407<br>Sehir: Bayburt<br>Ilc: Merkez;;abdulvehhab-gazi-turbesi;publish;yes;0;https://kulturenvanteri.com/place/abdulvehhab-gazi-turbesi/;2019-11-14 20:27:46;Caner Cangul;Türbe;Bayburt;40.263407;40.244205;;;;Dini Yapılar;Türkiye;;
4829;0;;Çağırkanlı Sultan Türbesi;Boylam: 40.226244<br>Enlem: 40.267012<br>Sehir: Bayburt<br>Ilc: Merkez;;cagirkanli-sultan-turbesi;publish;yes;0;https://kulturenvanteri.com/place/cagirkanli-sultan-turbesi/;2019-11-14 20:27:46;Caner Cangul;Türbe;Bayburt;40.267012;40.226244;;;;Dini Yapılar;Türkiye;;
4827;0;;Şehid Osman Gazi Baba Türbesi;Boylam: 40.219666<br>Enlem: 40.26103<br>Sehir: Bayburt<br>Ilc: Merkez;;sehid-osman-gazi-baba-turbesi;publish;yes;0;https://kulturenvanteri.com/place/sehid-osman-gazi-baba-turbesi/;2019-11-14 20:27:46;Caner Cangul;Türbe;Bayburt;40.26103;40.219666;;;;Dini Yapılar;Türkiye;;
5359;0;;Ahi Evren Dede Türbesi;Boylam: 39.735204<br>Enlem: 40.996787<br>Sehir: Trabzon<br>Ilc: Merkez;;ahi-evren-dede-turbesi;publish;yes;0;https://kulturenvanteri.com/place/ahi-evren-dede-turbesi/;2019-11-14 20:28:10;Caner Cangul;Türbe;Trabzon;40.996787;39.735204;;;;Dini Yapılar;Türkiye;;
5358;0;;Haçkalı Mustafa Baba Türbesi;Boylam: 39.421734<br>Enlem: 40.820238<br>Sehir: Trabzon<br>Ilc: Maçka;;hackali-mustafa-baba-turbesi;publish;yes;0;https://kulturenvanteri.com/place/hackali-mustafa-baba-turbesi/;2019-11-14 20:28:10;Caner Cangul;Türbe;Trabzon;40.820238;39.421734;;;;Dini Yapılar;Türkiye;;
5272;0;;Şah Bey Türbesi;Boylam: 36.0877<br>Enlem: 41.525156<br>Sehir: Samsun<br>Ilc: Bafra;;sah-bey-turbesi;publish;yes;0;https://kulturenvanteri.com/place/sah-bey-turbesi/;2019-11-14 20:28:07;Caner Cangul;Türbe;Samsun;41.525156;36.0877;;;;Dini Yapılar;Türkiye;;
5274;0;;Ahmet-i Kebir er-Rufai Türbesi;Boylam: 35.894421<br>Enlem: 40.912907<br>Sehir: Samsun<br>Ilc: Ladik;;ahmet-i-kebir-er-rufai-turbesi;publish;yes;0;https://kulturenvanteri.com/place/ahmet-i-kebir-er-rufai-turbesi/;2019-11-14 20:28:07;Caner Cangul;Türbe;Samsun;40.912907;35.894421;;;;Dini Yapılar;Türkiye;;
5273;0;;Şeyh-i Ekber Türbesi;Boylam: 35.891101<br>Enlem: 40.910223<br>Sehir: Samsun<br>Ilc: Ladik;;seyh-i-ekber-turbesi;publish;yes;0;https://kulturenvanteri.com/place/seyh-i-ekber-turbesi/;2019-11-14 20:28:07;Caner Cangul;Türbe;Samsun;40.910223;35.891101;;;;Dini Yapılar;Türkiye;;
3086;0;;Aşbişen Kalesi;Artvin Ysu;;asbisen-kalesi;publish;yes;0;https://kulturenvanteri.com/place/asbisen-kalesi/;2019-11-14 20:26:28;Caner Cangul;Kale;Artvin;40.706555;41.617627;;;;Askeri Yapılar;Türkiye;;
4439;0;;Cimil Şelalesi;Akırger Şelalesi;;cimil-selalesi;publish;yes;0;https://kulturenvanteri.com/place/cimil-selalesi/;2019-11-14 20:27:28;Caner Cangul;Şelale;Rize;40.744656;40.704003;;;;Doğal Varlıklar;Türkiye;;
3390;0;;"Taşbaşı Kilisesi, Ordu";"<p><img src=""https://lh4.googleusercontent.com/proxy/YxWjUZTf6XbTnOE7ZBvmlQpLV9GRPDmhimfVtqgIOkIlSu8ODFOWMkuj8xIU_EANoeeBTBBagKcpwxRkTYM5nKBmk9akm6UwmfK77xHd-K9S0hy8YZ6GfQ6d8biGMcJBs4R7NHdS59TFZNk5WSlLrBFdNgJ1zmCZEZrrz8zb9EJDQj8g2HB2hP1lkn1kGrwU6pKLnvUIzERDw-KtdTxsJoa7Ija1zRZQ3lANjPvrwnaQ9gFsgw"" height=""200"" width=""auto""></p>

<!-- wp:core-embed/wordpress {""url"":""https://www.canercangul.com/7328/tasbasi-kilisesi-ordu/"",""type"":""wp-embed"",""providerNameSlug"":""caner-cangul-fotograflari"",""className"":""""} -->
<figure class=""wp-block-embed-wordpress wp-block-embed is-type-wp-embed is-provider-caner-cangul-fotograflari""><div class=""wp-block-embed__wrapper"">
https://www.canercangul.com/7328/tasbasi-kilisesi-ordu/
</div></figure>
<!-- /wp:core-embed/wordpress -->";;tasbasi-kilisesi-ordu;publish;no;0;https://kulturenvanteri.com/place/tasbasi-kilisesi-ordu/;2019-11-14 20:26:41;Caner Cangul;Kilise ve Manastır;Ordu;40.992016;37.875154;;;;Dini Yapılar;Türkiye;;
3194;0;;Şavşat Kalesi;"<img src=""https://lh6.googleusercontent.com/proxy/wyzko3QsMZ6SfD3C2tBKINZPsNS5GTpPa9I62XkZg6WbbjpP_MtShuYhtr39udnbag9EVhE_NYFJE-Tf-V5YlqcLlgzygoFZFFlEO6PR1xJKQkuHtX1b8qHdSfTfSbRH9f58fpTw-slmAioK270VZPFHCqZ0hUhkqjByQ5BdBJkbxbrknAN1BTTst-WjEsZ30ayPsLs1ioAjng2p9wUbsd3AZR3-TV63NGFiorWVuvQYHwukdi4CMFTlKza9EdwhsmQGLnBVcN3-b5ZBmJDTjKg6OSVQyDZ_8YeP4uynqIfO5WYBQYvQCVYg_ioUdZ-5Y2xaVjrJF8II0WY6lSvid570Zofx3UPnik0g7fu3MVP2RoTQtY6GfDo_9jzK1wwAjH-Lt3mXW4tRDk4KMso"" height=""200"" width=""auto"" /><br><br>";;savsat-kalesi;publish;yes;0;https://kulturenvanteri.com/place/savsat-kalesi/;2019-11-14 20:26:33;Caner Cangul;Kale;Artvin;41.259146;42.326953;;;;Askeri Yapılar;Türkiye;;
3663;0;;"Çetinkaya Köprüsü, Bafra";"<img src=""https://lh6.googleusercontent.com/proxy/ojui9YwwSrCBCyUgvER6kV2NalNuHRy62EC56LAtV7FWd6ZzCSqOXyvFRx7f4DNf8a0EYpBGGnk7Vz3iIpNSRATCXLoSmNc0adpvPtaRGmcYvhJ09bKm2ne4pomZMWw-19fApy-_Gl9UDrcQ-vZd4yDlk-WT5XooQ_C73fYyRXGwOfqr3221em-Ci3wsQmA-i_Jz2ZAf3zeDz5EDzW9aC3KhJQvjItXSWGDfYzKJ3L4chH2i"" height=""200"" width=""auto"" /><br><br>";;cetinkaya-koprusu-bafra;publish;yes;0;https://kulturenvanteri.com/place/cetinkaya-koprusu-bafra/;2019-11-14 20:26:52;Caner Cangul;Köprü;Samsun;41.567294;35.881171;;;;Sivil Yapılar;Türkiye;;
3517;0;;"Düzköy Köprüsü, Artvin";"<img src=""https://lh6.googleusercontent.com/proxy/VTcDO7BmJTocLKqoPGhcMEOC3X7c7nZO64obsdbEljGCuF8ZY3zgPYfVjrI-UgkWC440eQXPAoQXpGwu_BLpx5N4JPyBdFOp1DcEKMhByKvdJTRK7gb9aGzEQY4fCE3dgHxnBopH6b0M75Nx1N__gTAjkcnBWSxiD8nIrANbymc-KCXX3O5YmJ40pef877-0gH_AnWYxvZ10wbiSAxICCrmquJh6KIdOM8NvHf4Ru66F7iDrMA"" height=""200"" width=""auto"" /><br><br>";;duzkoy-koprusu-artvin;publish;yes;0;https://kulturenvanteri.com/place/duzkoy-koprusu-artvin/;2019-11-14 20:26:47;Caner Cangul;Köprü;Artvin;41.378564;41.604227;;;;Sivil Yapılar;Türkiye;;
3017;0;;Ünye Kalesi;"<img src=""https://lh5.googleusercontent.com/proxy/siAmP9y-R2dm_V0ox59-DpNu4QQa2dHp_QyIeaWdX2qeXgPZ4Ovu3-uZ7_Q0J9__pvD8y7rXshhShRpqT6h29umRw114SDZf5o4wlXLx0pZszt_zFNcyXEHP1sRHkTAwuuTHkhKxSMXOrmCbyc9Yx9w4__3o2PQYZdEsCryOOnxRdjdM6kAxll0ae-ufSKOPaMpD-DkV54qStnJ5DWaC97BAFwcdtUqHbErLKJtjysEinDCeEg"" height=""200"" width=""auto"" /><br><br>";;unye-kalesi;publish;yes;0;https://kulturenvanteri.com/place/unye-kalesi/;2019-11-14 20:26:26;Caner Cangul;Kale;Ordu;41.097189;37.240023;;;;Askeri Yapılar;Türkiye;;
3075;0;;Şebinkarahisar Kalesi;"<img src=""https://lh5.googleusercontent.com/proxy/_d1bA0TQm94zZJAB2TQXQQRPj6I1pA0IgHFnR5nO9INv-ntAKdkOmdPXTBsaOIDjxMZ_vYMSUAd7pU4mv3PpWUeuD0AePwWhqd_ID0PaRMNF1IPbhY1QzAP5gfv7BVhM178HSCMQGw6M60cUH4hbu9LvEegkLIWUoJyn38vaa1hI224or1Ke34JIYnRfwWadRmPiTDaVVH8rb8wyf0Rb3h-7wDNN0581H_5zj1g5Hc_mxC-M_UnRWUfVlWMdwOZO1WLrjbNNQOfPiZ98OhHz65T_l9D_avk-ljp4g5cQygRe9vLqcUqp3whEkCnxNLB2ZDyOtvECdNC606WBxCcXvEl5qVlYGrRysDta"" height=""200"" width=""auto"" /><br><br>";;sebinkarahisar-kalesi;publish;yes;0;https://kulturenvanteri.com/place/sebinkarahisar-kalesi/;2019-11-14 20:26:28;Caner Cangul;Kale;Giresun;40.284717;38.428933;;;;Askeri Yapılar;Türkiye;;
3518;0;;"Demirciler Köprüsü, Borçka - Artvin";"<img src=""https://lh5.googleusercontent.com/proxy/Nh36Qz0JOKHXo-kD-v0t37BWoTZyG5l5fGxekB-92ZA3sFvNN-DvlND4vwp__FTbBybEV4RNR-z0OfOG-9nobAVa5_ggxRom3Xyo0TfdRA9nK5ibjOM_l1hHwWJtqVjQFX19fnAb07_G82aMuLjTXfpOl_pFoIWIn9VmmE9l3cmWgwdDh6Wkv9G9-ZdRZawun_beHH513h3Icfj22kdXEAPRjcCi31F-sQOaLuNLoKGS_c9ZKw"" height=""200"" width=""auto"" /><br><br>";;demirciler-koprusu-borcka-artvin;publish;yes;0;https://kulturenvanteri.com/place/demirciler-koprusu-borcka-artvin/;2019-11-14 20:26:47;Caner Cangul;Köprü;Artvin;41.375859;41.623764;;;;Sivil Yapılar;Türkiye;;
3057;0;;Rize Kalesi;"<img src=""https://lh5.googleusercontent.com/proxy/H3oEREXuVHgfaCaCmSEwX3glEDVsGJBXwxOu1figQ_v2aYXPyguBSZRVQEJERFPo1LPVJ4d0fqmNlkxW75N6W3aUQY1pODNb0IgbbdraFvObfwGL3QX3X2XAveuT9JnK4CTsaeRWRJutgA7Bk5c_c-dYRkhWvOc28aTc8TLFG2dWe-cfp7nCdK0XIhC_hPxe5QIttUZXfo4xYWtCGLtiyBbM9UAIg8PQnpjnESvsJIjtcFudlw"" height=""200"" width=""auto"" /><br><br>";;rize-kalesi;publish;yes;0;https://kulturenvanteri.com/place/rize-kalesi/;2019-11-14 20:26:27;Caner Cangul;Kale;Rize;41.027441;40.510233;;;Bizans;Askeri Yapılar;Türkiye;;
3041;0;;Bayburt Kalesi;"<img src=""https://lh5.googleusercontent.com/proxy/6jzgM_Vo5jh2Q9RcvUr_anIFlCGcuD0NSkB5yYfVDjScNo1-_hRSsBBxdLdUmATXohHtPQVIRH9cYuZoS_AihVdeTCRyT926B6Qr0CQDW8nMmsKSoFX0gNOGmzpRnjZOwij_tda64oVzhL9ndb6eo82QEtXsqi8x6_js4f0pxcLCTOLwhr95teLhvwzB44E5D87FSPedbEsQayhZY4WbrtYP14OHPNTIaxtfLT7iqgfsM98K0g"" height=""200"" width=""auto"" /><br><br>";;bayburt-kalesi;publish;yes;0;https://kulturenvanteri.com/place/bayburt-kalesi/;2019-11-14 20:26:26;Caner Cangul;Kale;Bayburt;40.263871;40.228825;;;;Askeri Yapılar;Türkiye;;
3243;0;;Giresun Kalesi;"<img src=""https://lh5.googleusercontent.com/proxy/5WB5czGQLK7INQTAz6AO4DetCY-2VUfu5PXFVg01E7CxhRvpuTVIIN7EoqQWXXjB95sB5S5NL8fG9rLpZMtKOcJ1iZ3Pcm5WN0EvAq2e0qIXoayV-zjbcJZOoYyEqpJhB_zlR_ttjMblcsLyPwJmbHalVesJQVcf1-SNcQgihxXFgj_zpfOWKPmOqYKe1f0i8h8s9JsVbG_Vu9EyltY-ANH04NyYybqXX_RhcWb1UlhiDKitpx0NzUhOMNyBj59gBGUsfxQJ361dG53vhZa8f1V8Th5aWOOu9IJHH1F-LhcxrfhOwsIUpTHbgry7Zq5S0jhYuoDbHQR1pgY8b8EoZz984yuapL1tEexObdG0ybmnZE5WkdyZfVUdmRnZluUR51XuEm4hSyTmCaWkTlA"" height=""200"" width=""auto"" /><br><br>";;giresun-kalesi;publish;yes;0;https://kulturenvanteri.com/place/giresun-kalesi/;2019-11-14 20:26:35;Caner Cangul;Kale;Giresun;40.921458;38.391831;;;;Askeri Yapılar;Türkiye;;
4484;0;;"Ayasofya Camii, Trabzon";"<img src=""https://lh4.googleusercontent.com/proxy/bMkUeyxt2PLay7VVqH75XH0i5Zflpby2rKsm88YG441wzPzu3B3aNuPthOIEKnBvkT4jSSPyT6zQzON7aVRgnLkTtZZbLsO0OVa7cZF1VK3CKtni514Rs75gaR5Df729W7il5bM2dEmYghaSAHVRZuKgn8LkZd7rRN_ULuU7jD0EqAEVmVhIqpXIKZ-CbHVwu23w2BCDkqEQuAw3Jk1VlHISYuO6fUBvi8sglSQ8nCBSUbfM_04"" height=""200"" width=""auto"" /><br><br>";;ayasofya-camii-trabzon;publish;yes;0;https://kulturenvanteri.com/place/ayasofya-camii-trabzon/;2019-11-14 20:27:31;Caner Cangul;Tarihi Cami;Trabzon;41.003111;39.696093;;;Osmanlı;Dini Yapılar;Türkiye;;
3058;0;;Trabzon Kalesi;"<img src=""https://lh3.googleusercontent.com/proxy/-Y1X5QnGDpiT15LRrID9I4HwH8lJ5_3JA7zinjxZtnNIXIUQTapEqcQhdq6KpuuHNw-nI2Ybvs1JCkE2XacUNBJvv8qoU7CZ7hyST5GVY127o73zmMR1gKcEQ8ZAzRKODNBSKoL9TrnBMjtSqHY3pjpU-ek8mBko0yRmacwgUxMAeUnABajkR8KWRwf7th6z-njRTVqRaT2adFDk2nfnFmal2r5Fb_uSnpiVjV6HzmKa8top"" height=""200"" width=""auto"" /><br><br>";;trabzon-kalesi;publish;yes;0;https://kulturenvanteri.com/place/trabzon-kalesi/;2019-11-14 20:26:27;Caner Cangul;Kale;Trabzon;41.001373;39.718708;;;Bizans;Askeri Yapılar;Türkiye;;
4436;0;;Gelintülü Şelalesi;"<img src=""https://doc-0k-0g-mymaps.googleusercontent.com/untrusted/hostedimage/7lg0eo6ih6s4jldegdded3vjlo/ob96ntp1ao0j4ut59b9lmf0cis/1573560000000/OhvjNTYS4ejgm0HgtmR_3ouvYYHiA6fM/15554559074702494883/1AF2TALqn3HyjymPyhV8JIFiTyMajSEm_xrGvzrnsUxPKTvpZn01LKBAEW5NrJWg0jK3672ryGJkYTh239QKRK-7rIz3M36tgpEn9SKjOEsGoL92CL5G0yr6G7bo5xS9hD-sRub2e_1RJBBdOVA2FbJyIstrE89D__MsQ_KRg9gcxn0B-jjw5pEf5_i7sd9NN9qrmJghGDxBBEd0RFt5g3EZ8zPAgot14jwenIe2RirBtoagi9JrZPHXJAZm6E9TwZS1Nf3-NENZuGn8s3o8Oxwz0zrnMEaqvug?session=0&fife"" height=""200"" width=""auto"" /><br><br>";;gelintulu-selalesi;publish;yes;0;https://kulturenvanteri.com/place/gelintulu-selalesi/;2019-11-14 20:27:28;Caner Cangul;Şelale;Rize;40.942936;41.111356;;;;Doğal Varlıklar;Türkiye;;
9673;0;;Yağlıdere Köyü Krom Vadisi Köprüsü;"<h2 id=""pageTitle""></h2>
&nbsp;";;yaglidere-koyu-bazbent-koprusu;publish;no;0;https://kulturenvanteri.com/place/yaglidere-koyu-bazbent-koprusu/;2019-11-19 15:07:20;Caner Cangul;Köprü;Gümüşhane;40.54272;39.53352;;;;Sivil Yapılar;Türkiye;;
13750;0;;"Ali Paşa Türbesi, Ardanuç";"<!-- wp:paragraph -->
<p>İskender Paşa Camii bahçesi içinde, caminin batısında yer alan türbe, üçlü şekilde konumlanmış olup Hatice Hanım ve Süleyman Paşa türbeleriyle bitişik durumdadır. </p>
<!-- /wp:paragraph -->";;ali-pasa-turbesi-ardanuc;publish;no;0;https://kulturenvanteri.com/place/ali-pasa-turbesi-ardanuc/;2020-03-16 17:00:29;Caner Cangul;Türbe;Artvin;41.1279678;42.0578499;;;;Dini Yapılar;Türkiye;;
13857;0;;"Godoş Çeşmesi, Kelkit";"<!-- wp:paragraph -->
<p>Ünlüpınar beldesindedir.</p>
<!-- /wp:paragraph -->";;godos-cesmesi-kelkit;publish;no;0;https://kulturenvanteri.com/place/godos-cesmesi-kelkit/;2020-03-17 19:05:47;Caner Cangul;Çeşme;Gümüşhane;40.2056618;39.4345589;;;;Sivil Yapılar;Türkiye;;
9559;0;;"Çağırgan Baba Türbesi, Gümüşhane";"<!-- wp:paragraph -->
<p>Çaldıran seferinden dönerken hayatını kaybeden Seyyid-i Mahmut Çaldıran Baba buraya gömülmüştür</p>
<!-- /wp:paragraph -->";;cagirgan-baba-turbesi-gumushane;publish;no;0;https://kulturenvanteri.com/place/cagirgan-baba-turbesi-gumushane/;2019-11-18 09:56:57;Caner Cangul;Türbe;Gümüşhane;40.417846;39.591369;;;;Dini Yapılar;Türkiye;;
3091;0;;"Ferhatlı Kalesi, Ardanuç";"<!-- wp:paragraph -->
<p>Yapılış tarihi bilinmeyen yapı hakkında bazı kaynaklarda 5. yüzyılda İberyalılar döneminde inşa edildiği, bazı kaynaklarda ise sözü edilen dönemde onarımdan geçirildiği yazılıdır.</p>
<!-- /wp:paragraph -->";;ferhatli-kalesi;publish;no;0;https://kulturenvanteri.com/place/ferhatli-kalesi/;2019-11-14 20:26:28;Caner Cangul;Kale;Artvin;41.14313;42.011139;;;;Askeri Yapılar;Türkiye;;
13739;0;;"Abdullah Paşa Çeşmesi, Trabzon";"<!-- wp:paragraph -->
<p>Yapı, Zağnos Burcu’nun doğu duvarında bulunmaktadır. Kitabesine göre Hicri 1260 (Miladi 1844/1845) yılında Hazinedarzade Abdullah Paşa tarafından Taksim Meydanı'nda inşa ettirildiği bilinmektedir. Yapı daha sonra günümüzdeki yerine taşınmıştır. </p>
<!-- /wp:paragraph -->";;abdullah-pasa-cesmesi-trabzon;publish;no;0;https://kulturenvanteri.com/place/abdullah-pasa-cesmesi-trabzon/;2020-03-16 16:26:28;Caner Cangul;Çeşme;Trabzon;41.0045433;39.7168999;;;Osmanlı;Sivil Yapılar;Türkiye;;
13751;0;;"Alpullu Kilisesi, Torul";"<!-- wp:paragraph -->
<p>Uğurtaşı Köyü'nde bulunmaktadır.</p>
<!-- /wp:paragraph -->";;alpullu-kilisesi-torul;publish;no;0;https://kulturenvanteri.com/place/alpullu-kilisesi-torul/;2020-03-16 17:03:09;Caner Cangul;Kilise ve Manastır;Gümüşhane;40.5718117;39.4909782;;;;Dini Yapılar;Türkiye;;
13776;0;;"Büyük Hamam, Havza";"<!-- wp:paragraph -->
<p>Selçuklu Sultanı II. Mesut tarafından 1256 yılında yaptırılmıştır.</p>
<!-- /wp:paragraph -->";;buyuk-hamam-havza;publish;no;0;https://kulturenvanteri.com/place/buyuk-hamam-havza/;2020-03-16 22:04:01;Caner Cangul;Hamam;Samsun;40.9709015;35.6567879;;;Selçuklu;Sivil Yapılar;Türkiye;;
13760;0;;"Aziziye Camii, Ordu";"<!-- wp:paragraph -->
<p>Osmanlı Padişahlarından Sultan Abdülaziz tarafından ahşap malzemeyle inşa ettirilen cami, çok yıprandığı ve yıkılmak üzere olduğundan, Hicri 1310 (M. 1892/1893) yılında Kadızade Hasan Efendi tarafından kesme ve moloz taşla yeniden inşa ettirilmiştir.</p>
<!-- /wp:paragraph -->";;aziziye-camii-ordu;publish;no;0;https://kulturenvanteri.com/place/aziziye-camii-ordu/;2020-03-16 18:06:56;Caner Cangul;Tarihi Cami;Ordu;40.9857903;37.8791237;;;Osmanlı;Dini Yapılar;Türkiye;;
13867;0;;"Hacı Mustafa Türbesi, Dereli";"<!-- wp:paragraph -->
<p>Kızıltaş köyündedir. Hicri 1228 (M. 1812) tarihlidir.</p>
<!-- /wp:paragraph -->";;haci-mustafa-turbesi-dereli;publish;no;0;https://kulturenvanteri.com/place/haci-mustafa-turbesi-dereli/;2020-03-17 19:47:51;Caner Cangul;Türbe;Giresun;40.5737953;38.2748756;;;;Dini Yapılar;Türkiye;;
3424;0;;Dolishan Manastırı;"<!-- wp:paragraph -->
<p>Kitabesine göre Bagrat Kralı Sumbath tarafından yaptırılmıştır. Manastır olarak inşa edilen yapının sadece kilise binası günümüze ulaşabilmiştir. Kilise, 16. yüzyıl sonrasında cami olarak kullanılmıştır. </p>
<!-- /wp:paragraph -->";;dolishan-manastiri;publish;no;0;https://kulturenvanteri.com/place/dolishan-manastiri/;2019-11-14 20:26:42;Caner Cangul;Kilise ve Manastır;Artvin;41.164844;41.9527868;;;;Dini Yapılar;Türkiye;;
13855;0;;"Gebe Kilisesi, Yağlıdere";"<!-- wp:paragraph -->
<p>Hisarcık Köyü'ndedir.</p>
<!-- /wp:paragraph -->";;gebe-kilisesi-yaglidere;publish;no;0;https://kulturenvanteri.com/place/gebe-kilisesi-yaglidere/;2020-03-17 18:33:26;Caner Cangul;Kilise ve Manastır;Giresun;40.7283897;38.6088486;;;;Dini Yapılar;Türkiye;;
13841;0;;"Emir Mehmet Türbesi, Ortahisar";"<!-- wp:paragraph -->
<p>Hicri 930 (M. 1523/1524) tarihinde yaptırılmıştır.</p>
<!-- /wp:paragraph -->";;emir-mehmet-turbesi-ortahisar;publish;no;0;https://kulturenvanteri.com/place/emir-mehmet-turbesi-ortahisar/;2020-03-17 17:08:19;Caner Cangul;Türbe;Trabzon;41.0042343;39.7105103;;;Osmanlı;Dini Yapılar;Türkiye;;
